lang	byte_coef_nllb	char_coef_nllb	bytes_per_char_nllb	char_entropy_nllb	char_entropy_flores_20lines	char_entropy_flores_200lines	char_entropy_flores_2000lines	char_coef_flores_20lines	byte_coef_flores_20lines	bytes_per_char_flores_20lines	char_coef_flores_200lines	byte_coef_flores_200lines	bytes_per_char_flores_200lines	char_coef_flores_2000lines	byte_coef_flores_2000lines	bytes_per_char_flores_2000lines	iso	script_name	bytes_per_char_bible_whole	char_entropy_bible_whole	char_coef_bible_whole	byte_coef_bible_whole	bytes_per_char_bible_one	char_entropy_bible_one	char_coef_bible_one	byte_coef_bible_one	writing_type	bytes_per_char_udhr	char_entropy_udhr	family	n_phonemes	char_coef_udhr	byte_coef_udhr	char_entropy	bytes_per_char	char_coef	byte_coef	source
aer_latn																	aer	latn	1.008311812727046	3.874614456241268	2.331558941	2.347966904	1.0085003615723622	3.8729124274835502	2.357154343	2.374308361	alphabet			Pama-Nyungan	49.66666666666666			3.874614456241268	1.008311812727046	2.331558941	2.347966904	bible
aeu_latn																	aeu	latn	1.0090779645651446	4.122839372347777	1.857976872	1.872473772	1.0087829842495804	4.120382428517434	1.882168012	1.89639665	alphabet							4.122839372347777	1.0090779645651446	1.857976872	1.872473772	bible
aey_latn																	aey	latn	1.0156826389346822	4.2623432512341735	1.179983385	1.196973783	1.0157479278176085	4.250691612485372	1.221279709	1.239008055	alphabet			Trans-New Guinea	20.0			4.2623432512341735	1.0156826389346822	1.179983385	1.196973783	bible
afk_latn																	afk	latn									alphabet	1.0009537434430138	2.9352049043301034			0.975711893	0.976642472					
afr_latn	1.037225980267587	1.0303136443679095	1.0039059255345937	4.54821086	4.487718629706764	4.442710337970135	4.359686696118369	1.0567620608940438	1.068400477888861	1.0117862118274894	1.0567620608940438	1.068400477888861	1.0117862118274894	1.0567620608940438	1.068400477888861	1.0117862118274894	afr	latn									alphabet			Indo-European	39.0			4.54821086	1.0039059255345937	1.0303136443679095	1.037225980267587	nllb
agd_latn																	agd	latn	1.0795476107255206	4.127450724781004	1.374986555	1.482487257	1.0774600648058663	4.115830800781724	1.414385875	1.52209632	alphabet			Trans-New Guinea				4.127450724781004	1.0795476107255206	1.374986555	1.482487257	bible
agg_latn																	agg	latn	1.1335882214024544	4.383239169	1.686193378	1.909032936	1.1295240296935605	4.359594191516096	1.878123693	2.118813392	alphabet			Senagi				4.383239169	1.1335882214024544	1.686193378	1.909032936	bible
agm_latn																	agm	latn	1.1404430729170958	4.066851198058314	2.221857071	2.530698727	1.141791852754094	4.050607685760914	2.37641913	2.710085687	alphabet			Trans-New Guinea	21.0			4.066851198058314	1.1404430729170958	2.221857071	2.530698727	bible
agn_latn																	agn	latn	1.0120734744503033	3.9985347245072247	1.394915289	1.409972343	1.0120099023150009	3.987559027007402	1.442060914	1.457610241	alphabet							3.9985347245072247	1.0120734744503033	1.394915289	1.409972343	bible
agr_latn																	agr	latn	1.0252114612964602	4.228563735525988	1.214833496	1.243886997	1.0250727273879618	4.226141270499738	1.268621555	1.298852421	alphabet	1.0044256555915183	2.826504802990314	Jivaroan	20.0	1.408803276	1.415038154	4.228563735525988	1.0252114612964602	1.214833496	1.243886997	bible
agt_latn																	agt	latn	1.0131642157626275	3.997981023611352	1.395814691	1.412402002	1.0131230800278046	3.9914268185156345	1.434309973	1.45137043	alphabet			Austronesian				3.997981023611352	1.0131642157626275	1.395814691	1.412402002	bible
agu_latn																	agu	latn	1.0225435328380807	4.486356050738893	1.423879238	1.454138191	1.0213681538857915	4.487111712116964	1.466736886	1.496261735	alphabet			Mayan				4.486356050738893	1.0225435328380807	1.423879238	1.454138191	bible
aia_latn																	aia	latn	1.0117188021967742	3.891349120015034	1.37014855	1.384452927	1.0120332810233026	3.893909965536812	1.357741292	1.372413128	alphabet			Austronesian				3.891349120015034	1.0117188021967742	1.37014855	1.384452927	bible
aii_syrc																	aii	syrc	1.8650015956992527	4.721753871068599	1.018283264	1.896699504	1.8684488105921064	4.744723495931634	1.021435693	1.906186006	abjad			Afro-Asiatic				4.721753871068599	1.8650015956992527	1.018283264	1.896699504	bible
aja_latn																	aja	latn									alphabet	1.1255146099005924	3.1525903089306886	Central Sudanic	48.0	0.926763447	1.043085799					
ajp_arab					4.525594118072648	4.602397556	4.568754562649044	0.8210160362316196	1.4789725895470154	1.8041211789103724	0.8210160362316196	1.4789725895470154	1.8041211789103724	0.8210160362316196	1.4789725895470154	1.8041211789103724	ajp	arab									abjad			Afro-Asiatic				4.568754562649044	1.8041211789103724	0.8210160362316196	1.4789725895470154	flores
aka_latn	1.5749427817894566	1.445626281240968	1.0956620819488876	4.814598135926524	4.517985038899114	4.526968327894775	4.456043274369447	0.9942213951679988	1.0911329694697338	1.099058331969162	0.9942213951679988	1.0911329694697338	1.099058331969162	0.9942213951679988	1.0911329694697338	1.099058331969162	aka	latn	1.086096073633632	4.307763877593832	0.902571649	0.979040479	1.0865293666232398	4.316659285125189	0.9010549	0.97783542	alphabet			Niger-Congo	41.5			4.814598135926524	1.0956620819488876	1.445626281240968	1.5749427817894566	nllb
ake_latn																	ake	latn	1.1073848974227771	4.267277024246668	1.243367196	1.375145711	1.108008246705665	4.261304900945127	1.294776959	1.432883885	alphabet			Cariban	22.0			4.267277024246668	1.1073848974227771	1.243367196	1.375145711	bible
akh_latn																	akh	latn	1.0002060993839017	4.089562074067049	1.976535449	1.974444013	1.000224481287881	4.09570556	2.005789084	2.003806526	alphabet							4.089562074067049	1.0002060993839017	1.976535449	1.974444013	bible
ako_latn																	ako	latn									alphabet	1.0692371475953566	2.960706347754852		24.0	0.448911223	0.479992555					
akp_latn																	akp	latn	1.1768789480316009	4.524017951560098	0.96261417	1.131448424	1.1727262755554055	4.520748477180439	0.952923488	1.116163279	alphabet				37.0			4.524017951560098	1.1768789480316009	0.96261417	1.131448424	bible
aln_latn																	aln	latn									alphabet	1.0791469993256912	3.0796146793161343		43.0	1.104038712	1.191420063					
alp_latn																	alp	latn	1.0129503885849065	4.092546267601617	1.24974311	1.264327673	1.0128466316530538	4.079537274725459	1.290555752	1.305549979	alphabet			Austronesian				4.092546267601617	1.0129503885849065	1.24974311	1.264327673	bible
alq_latn																	alq	latn	1.013377753309147	4.083579253958448	1.459070343	1.476720532	1.0135274216618195	4.0727491360584285	1.523389509	1.542124748	alphabet			Algic				4.083579253958448	1.013377753309147	1.459070343	1.476720532	bible
als_latn	1.1672471776622368	1.075016158685464	1.092290397	4.527442745906479	4.594116278423172	4.556918186478434	4.489400534616284	1.114589548931603	1.199952934951492	1.0780616764671005	1.114589548931603	1.199952934951492	1.0780616764671005	1.114589548931603	1.199952934951492	1.0780616764671005	als	latn	1.0997074919796188	4.480608993471448	0.970164112	1.065548216	1.1000287675173632	4.477760864	0.978234651	1.074781366	alphabet			Indo-European	36.0			4.527442745906479	1.092290397	1.075016158685464	1.1672471776622368	nllb
aly_latn																	aly	latn	1.011700505647789	4.136591999358633	1.565538485	1.581854129	1.0118250948374916	4.134388115082557	1.392524041	1.407282189	alphabet			Pama-Nyungan	37.5			4.136591999358633	1.011700505647789	1.565538485	1.581854129	bible
amc_latn																	amc	latn									alphabet	1.000068366719081	2.871794935031703	Panoan	22.33333333333333	1.36115764	1.361250698					
ame_latn																	ame	latn	1.1637215387131217	4.263446000837295	1.903290255	2.212100295	1.1652786725538569	4.251386252561008	2.046795099	2.382194454	alphabet	1.0928321338261038	2.917233152293757	Arawakan	29.33333333333333	1.913642286	2.091289782	4.263446000837295	1.1637215387131217	1.903290255	2.212100295	bible
amf_latn																	amf	latn	1.0196377331420372	4.2658239922774905	1.148488295	1.169561839	1.026758570258174	4.268149608048515	1.18749397	1.217791091	alphabet			Afro-Asiatic	35.0			4.2658239922774905	1.0196377331420372	1.148488295	1.169561839	bible
amh_ethi	1.720917142791503	0.6789739473317221	2.5368306394664986	6.132287782068694	6.056790359474853	6.176464925081304	6.104321535501766	0.6673529124434838	1.719299584042682	2.5764229300848074	0.6673529124434838	1.719299584042682	2.5764229300848074	0.6673529124434838	1.719299584042682	2.5764229300848074	amh	ethi	2.5718082856570423	5.802286836061528	0.51402083	1.320292108	2.5737025971767755	5.829277072	0.508643425	1.307509456	abugida			Afro-Asiatic	54.66666666666666			6.132287782068694	2.5368306394664986	0.6789739473317221	1.720917142791503	nllb
amk_latn																	amk	latn	1.0114364466430723	4.129201906139348	1.391569422	1.405705012	1.0109550797063012	4.112291906692365	1.439994533	1.454004481	alphabet			Austronesian				4.129201906139348	1.0114364466430723	1.391569422	1.405705012	bible
amm_latn																	amm	latn	1.0132374723217854	3.843141858440592	1.52345883	1.541674476	1.0119854801007708	3.830683113113785	1.592585148	1.609718687	alphabet			Left May				3.843141858440592	1.0132374723217854	1.52345883	1.541674476	bible
amn_latn																	amn	latn	1.013504545329203	4.097423571108488	1.244893662	1.260110626	1.0142551159223132	4.107717496391285	1.11115042	1.125623379	alphabet			Border	19.0			4.097423571108488	1.013504545329203	1.244893662	1.260110626	bible
amo_latn																	amo	latn	1.0135002241780344	4.226120662641726	0.92388267	0.935171768	1.0116465278788762	4.206280963680348	0.938901039	0.948684179	alphabet			Niger-Congo	35.0			4.226120662641726	1.0135002241780344	0.92388267	0.935171768	bible
amp_latn																	amp	latn	1.0151585543559438	4.3327663466807325	1.443315933	1.463342552	1.0141928711809898	4.3322776870553605	1.440066896	1.458734531	alphabet			Sepik	25.0			4.3327663466807325	1.0151585543559438	1.443315933	1.463342552	bible
amr_latn																	amr	latn	1.1421017231829276	4.4759246874592025	1.503937458	1.715478503	1.1386133208121991	4.463795711	1.472654617	1.674750849	alphabet	1.0004326007959854	2.923530707531849	Harakmbet	33.0	1.075563	1.07602829	4.4759246874592025	1.1421017231829276	1.503937458	1.715478503	bible
amu_latn																	amu	latn	1.27742706	4.444806576425967	1.462040887	1.865289936	1.2809366445153607	4.433167896184523	1.559587367	1.995310103	alphabet			Oto-Manguean	37.0			4.444806576425967	1.27742706	1.462040887	1.865289936	bible
anv_latn																	anv	latn	1.2461241304491244	4.409220443	1.248827688	1.554227332	1.250066112126166	4.394967604	1.337793072	1.670301872	alphabet				30.0			4.409220443	1.2461241304491244	1.248827688	1.554227332	bible
any_latn																	any	latn	1.2110517539469905	4.492035011089423	1.266767668	1.532182122	1.209537646574779	4.493744683715359	1.250699514	1.510933723	alphabet			Niger-Congo	115.0			4.492035011089423	1.2110517539469905	1.266767668	1.532182122	bible
aoj_latn																	aoj	latn	1.1277132224003248	4.066111214539219	1.397755386	1.574274874	1.124946964	4.0614478734778645	1.478130126	1.660801619	alphabet			Torricelli	22.0			4.066111214539219	1.1277132224003248	1.397755386	1.574274874	bible
aom_latn																	aom	latn	1.1247341733117278	4.265932788681663	1.573331014	1.767342461	1.127214530674457	4.265791743297525	1.582550735	1.781711009	alphabet			Trans-New Guinea				4.265932788681663	1.1247341733117278	1.573331014	1.767342461	bible
aon_latn																	aon	latn	1.0097125813518957	4.224958811838062	1.774749003	1.789721378	1.0101108458162706	4.234291879877507	1.808341106	1.824409948	alphabet				22.0			4.224958811838062	1.0097125813518957	1.774749003	1.789721378	bible
apb_latn																	apb	latn	1.010640891121639	4.060329176200104	1.511524017	1.525677127	1.0105972923865438	4.063115145969749	1.531100248	1.545449435	alphabet			Austronesian				4.060329176200104	1.010640891121639	1.511524017	1.525677127	bible
apc_arab					4.579176391579454	4.6659821151613325	4.580603566202024	0.8142134896373325	1.4734486130771929	1.8124126190045933	0.8142134896373325	1.4734486130771929	1.8124126190045933	0.8142134896373325	1.4734486130771929	1.8124126190045933	apc	arab									abjad			Afro-Asiatic				4.580603566202024	1.8124126190045933	0.8142134896373325	1.4734486130771929	flores
ape_latn																	ape	latn	1.009190722839013	4.264496251338104	1.71565852	1.729238189	1.0090586270959243	4.287124238569046	1.709508571	1.722902596	alphabet			Torricelli				4.264496251338104	1.009190722839013	1.71565852	1.729238189	bible
apn_latn																	apn	latn	1.224474141	4.388937081064452	2.100289044	2.568499006	1.2267949978413952	4.382339110785674	2.216262503	2.71560274	alphabet			Macro-Ge	37.66666666666666			4.388937081064452	1.224474141	2.100289044	2.568499006	bible
apr_latn																	apr	latn	1.0098344061496094	4.049567639031981	1.731820294	1.74664122	1.009760046776261	4.049027961287142	1.78766121	1.802919943	alphabet			Austronesian				4.049567639031981	1.0098344061496094	1.731820294	1.74664122	bible
apu_latn																	apu	latn	1.0551108189456684	4.048838224056907	1.371658996	1.445422962	1.0550507954763273	4.043377314568953	1.468135915	1.547079656	alphabet			Arawakan	37.0			4.048838224056907	1.0551108189456684	1.371658996	1.445422962	bible
apw_latn																	apw	latn	1.3301076096556976	4.7591617778173045	1.129712992	1.500740555	1.328587990118277	4.743885733068471	1.165165793	1.546148101	alphabet			Na-Dene				4.7591617778173045	1.3301076096556976	1.129712992	1.500740555	bible
apy_latn																	apy	latn	1.0483520027074185	4.324088114958147	1.433612461	1.501030834	1.0497201627393071	4.309027594728489	1.557295854	1.632742546	alphabet			Cariban	24.0			4.324088114958147	1.0483520027074185	1.433612461	1.501030834	bible
apz_latn																	apz	latn	1.0955096443711876	4.2215092097123925	1.842471914	2.015894494	1.0961775079977032	4.2298382113298345	1.764368186	1.931715426	alphabet			Trans-New Guinea				4.2215092097123925	1.0955096443711876	1.842471914	2.015894494	bible
arb_arab	1.4650179781606354	0.8344645753445653	1.780283487145075	4.811968485301879	4.625044942	4.655280340910342	4.611008220125538	0.8746263678541548	1.585520823508782	1.815131296405343	0.8746263678541548	1.585520823508782	1.815131296405343	0.8746263678541548	1.585520823508782	1.815131296405343	arb	arab	1.8660206403834168	4.639383040696403	1.024730122	1.909750634	1.867673326146656	4.645650238258849	1.021829672	1.906129791	abjad			Afro-Asiatic	37.0			4.811968485301879	1.780283487145075	0.8344645753445653	1.4650179781606354	nllb
arb_latn					4.384071878581075	4.400817103944988	4.308997717619614	1.1563578699051082	1.1558741901084642	1.0004050846493004	1.1563578699051082	1.1558741901084642	1.0004050846493004	1.1563578699051082	1.1558741901084642	1.0004050846493004	arb	latn									alphabet			Afro-Asiatic	37.0			4.308997717619614	1.0004050846493004	1.1563578699051082	1.1558741901084642	flores
are_latn																	are	latn	1.0124396256792112	4.020728988613395	1.455594029	1.471838358	1.011847791487502	4.0196731170926805	1.490295243	1.506123367	alphabet			Pama-Nyungan	36.5			4.020728988613395	1.0124396256792112	1.455594029	1.471838358	bible
arl_latn																	arl	latn	1.0096639752602232	4.023999705880281	1.787937944	1.80293479	1.0096610651744682	4.019077437996264	1.865066092	1.880801137	alphabet	1.0001187577934805	2.7261405847756293	Zaparoan	23.5	1.567187791	1.567373907	4.023999705880281	1.0096639752602232	1.787937944	1.80293479	bible
arn_latn																	arn	latn	1.065225011214692	4.4750744478374935	1.260117128	1.340611643	1.0656290268317918	4.466756041978459	1.266659698	1.34815255	alphabet			Araucanian	26.666666666666668			4.4750744478374935	1.065225011214692	1.260117128	1.340611643	bible
arq_arab																	arq	arab	1.8197904560765967	4.583263631963081	0.775870395	1.410136911	1.822289063863424	4.585885424188156	0.783222912	1.425527814	abjad							4.583263631963081	1.8197904560765967	0.775870395	1.410136911	bible
ars_arab					4.622412902106668	4.641097436661695	4.603730929075232	0.8756265304611921	1.5877034804350854	1.8155159909431824	0.8756265304611921	1.5877034804350854	1.8155159909431824	0.8756265304611921	1.5877034804350854	1.8155159909431824	ars	arab									abjad			Afro-Asiatic	33.0			4.603730929075232	1.8155159909431824	0.8756265304611921	1.5877034804350854	flores
aru_latn																	aru	latn									alphabet	1.0241951412206205	3.1648556438517983			0.942304113	0.965103294					
ary_arab					4.528613169477769	4.532636311407379	4.511365656549018	0.8512586637530317	1.5419689250862352	1.8132797017916984	0.8512586637530317	1.5419689250862352	1.8132797017916984	0.8512586637530317	1.5419689250862352	1.8132797017916984	ary	arab									abjad			Afro-Asiatic	78.0			4.511365656549018	1.8132797017916984	0.8512586637530317	1.5419689250862352	flores
arz_arab					4.524395438993635	4.556741977798722	4.501698569860862	0.8561529612743277	1.551170046032467	1.8139873681162568	0.8561529612743277	1.551170046032467	1.8139873681162568	0.8561529612743277	1.551170046032467	1.8139873681162568	arz	arab									abjad	2.403374040035251	3.8639894100195353	Afro-Asiatic	51.0	0.739158757	1.776474967	4.501698569860862	1.8139873681162568	0.8561529612743277	1.551170046032467	flores
asm_beng	2.526329302997425	0.9993420835475018	2.621304548050056	5.208403205156401	5.1155099500351655	5.101083814801539	5.074156448960352	0.9564323887193572	2.542984826092962	2.660125828110829	0.9564323887193572	2.542984826092962	2.660125828110829	0.9564323887193572	2.542984826092962	2.660125828110829	asm	beng	2.609505728857896	4.940697001740485	0.992104486	2.585630043	2.6122746879664103	4.944920168650671	0.98046184	2.558129823	abugida			Indo-European	35.333333333333336			5.208403205156401	2.621304548050056	0.9993420835475018	2.526329302997425	nllb
aso_latn																	aso	latn	1.1298387086227393	4.047971827649894	1.749922761	1.974631437	1.1294460641399418	4.064088389377091	1.80639533	2.037752062	alphabet							4.047971827649894	1.1298387086227393	1.749922761	1.974631437	bible
ass_latn																	ass	latn									alphabet	1.098411468423092	2.909114894994912			0.960729574	1.055276382					
ast_latn	1.748880208239496	1.6172657974867284	1.105363016548613	4.803448696994506	4.566933249908933	4.570885549811467	4.486943600449357	1.024736043104396	1.059572677837464	1.034767960664097	1.024736043104396	1.059572677837464	1.034767960664097	1.024736043104396	1.059572677837464	1.034767960664097	ast	latn									alphabet			Indo-European	53.0			4.803448696994506	1.105363016548613	1.6172657974867284	1.748880208239496	nllb
ata_latn																	ata	latn	1.0669292151663858	4.004559194544497	1.440578821	1.535052913	1.0661232425152465	3.979652447006984	1.480566365	1.576552123	alphabet							4.004559194544497	1.0669292151663858	1.440578821	1.535052913	bible
atb_latn																	atb	latn	1.124264886941607	4.698073302938475	1.347626883	1.513174556	1.1261777785867264	4.70156187	1.325242016	1.490648314	alphabet				32.0			4.698073302938475	1.124264886941607	1.347626883	1.513174556	bible
atd_latn																	atd	latn	1.0135269137559195	4.060469113735587	1.543984877	1.562892277	1.0123006456025452	4.054376557140717	1.551780143	1.568963163	alphabet							4.060469113735587	1.0135269137559195	1.543984877	1.562892277	bible
atg_latn																	atg	latn	1.241001057	4.368082264520503	1.04357637	1.293442436	1.237316493955095	4.368626325391681	1.042807063	1.288717747	alphabet							4.368082264520503	1.241001057	1.04357637	1.293442436	bible
atj_latn																	atj	latn									alphabet	1.0	2.949134244500815	Algic		1.216452634	1.216452634					
att_latn																	att	latn	1.0972949395880591	4.292448261751217	1.490107722	1.63302096	1.0979571657203435	4.283362179505641	1.577509407	1.729937441	alphabet							4.292448261751217	1.0972949395880591	1.490107722	1.63302096	bible
aub_latn																	aub	latn									alphabet	1.0218849572362905	3.049327723			1.109808301	1.134096408					
auc_latn																	auc	latn	1.2177044658305165	4.4914195679304445	1.858432294	2.260160911	1.2178811412781814	4.489808183	1.920488534	2.336090521	alphabet				26.5			4.4914195679304445	1.2177044658305165	1.858432294	2.260160911	bible
auu_latn																	auu	latn	1.0046504435841077	3.947655875976376	1.583627222	1.588980823	1.004507821518131	3.9510091792234143	1.615990737	1.621306907	alphabet							3.947655875976376	1.0046504435841077	1.583627222	1.588980823	bible
auy_latn																	auy	latn	1.2175756808393634	4.407845659700909	1.211018476	1.472642911	1.2174819596040178	4.405741519526212	1.330379828	1.617749331	alphabet			Trans-New Guinea	20.0			4.407845659700909	1.2175756808393634	1.211018476	1.472642911	bible
avt_latn																	avt	latn	1.0832201098640286	4.139740091764108	1.330670981	1.439587667	1.0827491278713373	4.122965356052291	1.442816711	1.560314159	alphabet			Torricelli	17.0			4.139740091764108	1.0832201098640286	1.330670981	1.439587667	bible
avu_latn																	avu	latn	1.502257255896832	4.90467	1.894408374	2.842291605	1.5096087811348446	4.897327663800119	2.048845399	3.089204404	alphabet			Central Sudanic	55.0			4.90467	1.502257255896832	1.894408374	2.842291605	bible
awa_deva	2.701478689950768	1.122893926	2.490513224283546	5.118556649343045	4.867754665776525	4.896163793929613	4.901514783	0.9674952684990424	2.4906591183006794	2.5769315456769166	0.9674952684990424	2.4906591183006794	2.5769315456769166	0.9674952684990424	2.4906591183006794	2.5769315456769166	awa	deva									abugida			Indo-European	45.0			5.118556649343045	2.490513224283546	1.122893926	2.701478689950768	nllb
awb_latn																	awb	latn	1.1270275759824904	4.4540339201809385	1.205608332	1.357036411	1.1267891610056902	4.447458213523525	1.283021902	1.443942083	alphabet			Trans-New Guinea				4.4540339201809385	1.1270275759824904	1.205608332	1.357036411	bible
aym_latn																	aym	latn									alphabet	1.0264718804920914	2.9980449296062632			0.847198958	0.869625907					
ayr_latn	1.0976805227739936	1.0672657388115925	1.0358430808238264	4.596793760526129	4.481492210951165	4.477749846348508	4.3855971996004905	1.0384307030029023	1.0619310196926286	1.0235936825496064	1.0384307030029023	1.0619310196926286	1.0235936825496064	1.0384307030029023	1.0619310196926286	1.0235936825496064	ayr	latn									alphabet			Aymaran	63.0			4.596793760526129	1.0358430808238264	1.0672657388115925	1.0976805227739936	nllb
ayz_latn																	ayz	latn	1.0261255220240288	4.2748914361507095	1.317392787	1.350101712	1.0237833774744989	4.251110506070776	1.369174734	1.400038547	alphabet			West Papuan	16.0			4.2748914361507095	1.0261255220240288	1.317392787	1.350101712	bible
azb_arab	1.490422093239903	0.8245500162470142	1.812773061548456	4.816452939678641	4.388723759841674	4.514679894798638	4.372429188115423	0.8776518556278824	1.613384390882742	1.8378057154931065	0.8776518556278824	1.613384390882742	1.8378057154931065	0.8776518556278824	1.613384390882742	1.8378057154931065	azb	arab									abjad			Altaic	33.0			4.816452939678641	1.812773061548456	0.8245500162470142	1.490422093239903	nllb
azb_latn																	azb	latn	1.1737899178598497	4.775674705101626	0.893799619	1.047806907	1.1751597560090044	4.782721156	0.88579423	1.039687447	alphabet			Altaic	33.0			4.775674705101626	1.1737899178598497	0.893799619	1.047806907	bible
